"alpha_iv","mu_alpha","mu_att","mu_statquo","mu_cost","beta_imr","a1","b1","b2","c1","c2","c3","d1","d2","d3","d4","logLike"
4.45269181835281,-0.280984337046286,26.3625196875231,-1.37834774476715,-25.7576254581267,9.63416665360244,9.21204681619416,4.1069855800317,2.60954447222215,1.35905440418402,-0.966937572332331,-4.56963259280439,-0.882246110613683,4.68890886830113,1.85585207992913,-1.21507459767922,-1650.00175656742
4.44885368539409,-0.283124573656309,26.3192108326248,-1.20169018734029,-25.7082798638993,9.97197740436206,9.19052394745901,4.17098968447027,3.01548028454539,1.51855198402727,-1.0601310757397,-4.44011302342202,-1.06041467992383,4.89410152806494,1.58115263873547,-1.13350804682246,-1649.90894683438
4.43031767764283,-0.284798460370021,26.1059723119899,-0.892952732355618,-25.6461482587468,10.803798995542,9.1473543835434,4.33521194368248,3.98059032395009,2.02161869728051,-1.25572175109384,-4.16769530876823,-1.45809033760848,5.38586890669949,1.01580904019541,-0.945715534958787,-1649.80743654492
4.43728096813376,-0.289790955759571,25.9790178159104,-1.18958798342835,-25.722711371571,10.6582806536016,9.15321828170019,4.48818839965322,3.92655015284719,2.16280690748095,-1.05423996745223,-4.1319455901636,-1.34684671825691,5.24676392286307,1.03837629858771,-1.00244098763259,-1649.7451071702
4.43127037468999,-0.286746554472924,25.9067099505818,-1.10449050248116,-25.7597299648752,10.7978070509607,9.15446599613854,4.44799018916936,4.08520085712373,2.40164755191086,-1.15671830513403,-4.17569032195794,-1.49398127501904,5.35508163786355,1.00366213405007,-0.99968667599824,-1649.69780516781
4.41801874189393,-0.282828277986734,25.824989656459,-0.925338368909881,-25.7996263196618,11.0810778054297,9.149521180002,4.29997517562757,4.51209972573841,3.01485001453083,-1.31715235849302,-4.14955159181311,-2.01610301628212,5.55577448945988,0.731122468315658,-0.909542753570547,-1649.61768660394
4.41441802590288,-0.280624889637701,25.8904503354085,-0.878493986842885,-25.8129047369434,11.0723618121171,9.15632519029031,4.07114398196404,4.69314522578647,3.47961663122635,-1.36761327319126,-4.11393748198034,-2.56929869864773,5.54177903689646,0.545491687125327,-0.814710525140502,-1649.51171654323
4.44081774545968,-0.284712119522074,26.2169916377506,-1.00878539490357,-25.8290076984551,10.5577770902893,9.1891803661069,3.50828464660298,4.77160054777348,4.25471565448011,-1.23964525516558,-3.99102931216992,-3.67933539196634,5.18041998983134,0.166987189604793,-0.653151364704594,-1649.29977107287
4.47310774656419,-0.291922135473451,26.3653052369751,-1.09923941414953,-25.8786184732154,10.1616680776673,9.21571559315918,3.2471255339963,4.8155380005251,4.54325274477602,-1.08105552396568,-3.90078493200716,-4.03128553940391,4.95766812719341,-0.0349042822521408,-0.664165698456663,-1649.22330111408
4.52037767309875,-0.300576167260103,26.612828416841,-1.10047467107759,-25.9751238693474,9.63971430668935,9.26877824555078,2.62840698840923,5.32352156097607,5.22024282522418,-0.813013410427748,-3.57354729461745,-4.84750909828503,4.70399859499895,-0.667475264965485,-0.652382614556784,-1649.14571953746
4.58484912438567,-0.308642708133166,27.1040308238188,-1.11976145063426,-26.1277975668521,8.55528222475608,9.38037221039274,1.6076575950543,5.69953475968837,5.37460155006522,-0.310352258701661,-3.12298092291313,-5.38612219751221,4.22249506143159,-1.18853781715849,-0.796240175858201,-1648.95508771096
4.63881724277092,-0.310780403524579,27.4559024652578,-1.0481965662952,-26.3789042212193,7.66492507192544,9.49787363236379,0.388683280476158,6.25207004586561,5.85064873412277,0.129419883366389,-2.6734787255196,-6.03149596685117,3.90343760286394,-1.91004844421561,-0.94968143342213,-1648.8754313654
4.61661110450468,-0.301131500761862,27.3713007069273,-0.937635844562524,-26.4157848327646,7.91204789746862,9.50619996234748,0.296299672409703,6.15555341620703,5.35301522572684,0.0564388077252475,-2.682680944648,-5.50834691061942,4.09192917732708,-1.80686259915968,-1.00231627980502,-1648.7422403044
4.6384982884524,-0.299528296408493,27.6260249246811,-0.822108904382197,-26.4975240375826,7.63975860480508,9.58154197188864,-0.508882505186419,6.49232274592182,5.16472504949571,0.254981001368067,-2.26998806950251,-5.65776474487139,3.96281177930232,-2.29398273324854,-1.08839922664098,-1648.67849445887
4.66914564823019,-0.303983117148558,27.8033251628067,-0.705609732407621,-26.5717974631647,7.34251568062093,9.63416324961197,-1.00122409090835,6.48236412230008,5.16601067909833,0.31793988994457,-2.14000329344909,-5.76962206187217,3.84679176736858,-2.46445335727128,-1.15006225643329,-1648.65030919868
4.67138032218718,-0.30631434306309,27.8072624381302,-0.706109527031087,-26.5716489517748,7.343618242858,9.63329973896231,-1.00257773734773,6.47943642247529,5.17022795146076,0.314789072879536,-2.12518747014311,-5.76407416238125,3.84166025274203,-2.45328194289993,-1.1465917156008,-1648.64185089358
4.7061614751465,-0.280675266332765,27.8020304418768,-0.668622971290606,-26.6209720023598,7.33676769795469,9.62403874260352,-0.977721941978103,6.40388747679193,5.20314204211418,0.225463220227399,-2.05047938179116,-5.71860729818043,3.71799422740795,-2.51104173342561,-1.14751922462016,-1648.62326541462
4.68202386451166,-0.308047935104773,27.81192135093,-0.630142294907758,-26.6680162629303,7.33585173863084,9.6436891991538,-0.941138299893475,6.2890285482687,5.24336446758827,0.114306990648253,-1.9477987006576,-5.65850232363594,3.55772328163048,-2.60750926722623,-1.15424834377655,-1648.58851404683
4.68682404881147,-0.308159770972449,27.8491189499395,-0.6266581667202,-26.6692993947734,7.35157159687727,9.6484893146819,-0.910607186136618,6.18098769020117,5.25564770482364,0.0590908674220352,-1.86215560282632,-5.62214849723492,3.45897348112982,-2.7006248152569,-1.16623108657458,-1648.5623730553
4.68218914868436,-0.30384532465945,27.8572644210695,-0.620864512482408,-26.7020949369029,7.36157306442797,9.65780055846136,-0.887900126707755,6.07543547233609,5.2431812292697,0.0213831367878042,-1.78158366190606,-5.60429184842979,3.37554272755943,-2.77210844935481,-1.17081893317293,-1648.54764400241
4.69470839656293,-0.319988788668811,27.8655971497854,-0.620756591584701,-26.7435355227067,7.38046672810226,9.66149744585472,-0.885676466373454,5.93424326229119,5.25309223078073,-0.0341629045194881,-1.69938098446204,-5.55429981889545,3.26169793326668,-2.87604921181812,-1.17506255435695,-1648.53164608688
4.67836484656626,-0.291675425918624,27.8807782860367,-0.62740240152435,-26.7993520853837,7.41005414367028,9.6855266121728,-0.902378294986428,5.72742986935813,5.28276643358854,-0.112782704556586,-1.58628256904966,-5.46585042915328,3.10000257509342,-3.02074655531712,-1.17595518502648,-1648.52209189984
4.69758666122262,-0.308914180421641,27.8724748900016,-0.642305613417366,-26.8560799994997,7.41497516820537,9.69006504261959,-0.949123551374186,5.58230261044333,5.26412054158313,-0.113579439823105,-1.52688595994917,-5.43348506893901,3.04479675314189,-3.08576001198483,-1.15575955600539,-1648.51163344334
4.70164870043511,-0.309249130876797,27.8739941077723,-0.645507601073707,-26.8658751634986,7.38971041366982,9.69543393852865,-0.994037133764504,5.56754233417907,5.24893546081885,-0.107959265454715,-1.5255802148402,-5.43414672928165,3.0383649066062,-3.09538657749641,-1.13566793717445,-1648.5088147707
4.72175439379638,-0.307385267289938,27.9146834771159,-0.653406112006806,-26.8958794652106,7.21467209691106,9.73253085130641,-1.25433853306227,5.48437219388906,5.16378956834877,-0.0774829533456134,-1.50047681298761,-5.4390804720435,2.98763275671118,-3.16966629080035,-1.01232253532081,-1648.49749210001
4.74687159261887,-0.306529768917161,27.9948626978183,-0.644251755839143,-26.9154104129344,6.95605142647996,9.78546259907677,-1.57794197568481,5.37234790586198,5.06525091249751,-0.0475143257926324,-1.43595459667718,-5.44896896374507,2.89741724494859,-3.29095860951424,-0.849411500591594,-1648.48583303298
4.79451811658579,-0.3067729703666,28.1724156442564,-0.603352305833861,-26.9335891220428,6.41916896117452,9.89233014296404,-2.18238734108661,5.15523164142492,4.90371465350942,0.0147644046434851,-1.27613657047288,-5.47952719083739,2.71425983442122,-3.53317591543143,-0.540980420451386,-1648.46863458993
4.82014394916036,-0.307979171265198,28.2866774083777,-0.562503360934899,-26.9232135425832,6.08035065346266,9.95580009358259,-2.50528342504049,5.04905062872379,4.84376246229406,0.0730697839329661,-1.17175994169507,-5.52000172331129,2.63294629738098,-3.63806756510989,-0.39715378817031,-1648.45297203437
4.85616833509565,-0.315260531994318,28.4140725978861,-0.509335303528999,-26.9597227358381,5.68941547316594,10.0391555413618,-2.85887886415268,4.78579548560028,4.8263589724313,0.109517317223369,-0.951116043450945,-5.52693032896627,2.43111463439945,-3.84826124796247,-0.248016793248399,-1648.44012205711
4.86821344155192,-0.318585789420721,28.434826739613,-0.502654580213322,-26.9785928051534,5.57497301369776,10.0646857466118,-2.93223331662358,4.70285051500256,4.85836700507574,0.159298748752704,-0.87781443396957,-5.54157583899354,2.38183716296251,-3.88378624480186,-0.239338862315773,-1648.4371032871
4.90990442967782,-0.322746867145934,28.534975836821,-0.488887666849152,-27.0357168063854,5.17491465860362,10.1523599038362,-3.33700831699676,4.45491748899411,4.81915715192176,0.263397453795563,-0.694487254058435,-5.55626243747058,2.20586691549506,-4.07620791664307,-0.0575957508533451,-1648.43301509915
4.90587768312298,-0.320559903147543,28.5048633995941,-0.519884074509545,-27.0416361005152,5.24891259037211,10.1411788123406,-3.27187778719324,4.48362312555582,4.82024664466795,0.28473311652245,-0.731938024406439,-5.54861595409814,2.23243001780501,-4.03887759383805,-0.0822012206879564,-1648.43010767685
4.92405990315094,-0.319793194738697,28.5178200399954,-0.564820714996087,-27.0801842102788,5.12327338119694,10.1767570107891,-3.39817416752457,4.39474108897108,4.80354210760445,0.396484443976155,-0.690624919686498,-5.54429269247089,2.17374482919473,-4.07882755244396,-0.0190150812390422,-1648.42766226488
4.93624830330515,-0.320491632890793,28.536633683012,-0.588176417244124,-27.099302776171,5.02784512387568,10.2025953754105,-3.46943057262974,4.3400677712963,4.79565137332388,0.462813588212223,-0.656674797778294,-5.53747903364716,2.11938206046057,-4.10616526219729,0.018590192529386,-1648.42662824084
4.9525349419138,-0.321867421259235,28.5690894112577,-0.617003242034873,-27.1198350204442,4.89753483809486,10.2382574394652,-3.55159459559849,4.27365547197075,4.78002687145718,0.539284887466377,-0.612654922342115,-5.5220887980862,2.03603109820904,-4.14209666158775,0.0709833958024037,-1648.4256887609
4.9591478601457,-0.322557999041592,28.5820302334276,-0.632511326994064,-27.1266553256562,4.85109292246512,10.253054912334,-3.56797480951305,4.25473220070107,4.77191166256552,0.563838829180469,-0.602822245328388,-5.5094616883904,1.99796355250342,-4.15020115085764,0.0934772275137169,-1648.4253874153
4.96534771282562,-0.323131386009186,28.5910965572353,-0.649711540160213,-27.1323871569829,4.8162136983533,10.2666591189004,-3.57280139270888,4.24335987664339,4.76423728856578,0.575919644893071,-0.601125726990583,-5.4956032253777,1.9634942414842,-4.15307803106301,0.117840555199276,-1648.42511891372
4.96964940647853,-0.323513898578586,28.5891156394693,-0.673745624725734,-27.1339027894977,4.81772213411135,10.2757620065497,-3.53545258301081,4.25531667624051,4.76130999213895,0.5632816505997,-0.619028975758322,-5.47907696710612,1.93718949958228,-4.13876855512409,0.136690158304491,-1648.42478776758
4.9757262191323,-0.32377430391489,28.5846843866235,-0.700662146028456,-27.1360496931334,4.81484237344259,10.2878837103012,-3.5092419647971,4.26323692564907,4.76109908001435,0.542942477534355,-0.634468780043212,-5.47038681104423,1.91273151687741,-4.12858726768506,0.166731251184649,-1648.42449745579
4.97662054228567,-0.323621623318275,28.5677405659121,-0.720373930785087,-27.1309228419779,4.85438106821119,10.2886524440971,-3.45668689279072,4.29123984211793,4.77197641467448,0.509920905438398,-0.658659460515961,-5.47345382514853,1.91911412196845,-4.10679755234246,0.17394663518244,-1648.42426330933
4.98083049368546,-0.323617440477079,28.5568028410168,-0.739333931259876,-27.1282144134105,4.86406913255957,10.296479552035,-3.43866090409027,4.29940257114721,4.78312285858376,0.494319114965757,-0.665514658690095,-5.48574003350733,1.92198118329885,-4.09984927291836,0.194665656457068,-1648.42403782605
4.988594199911,-0.32396412292853,28.5471586199698,-0.76302583172055,-27.1243697206356,4.85794775503116,10.3122410507974,-3.42800435948153,4.3027220931719,4.79791425952745,0.490098169879189,-0.667661958999894,-5.50320092054497,1.9250176878606,-4.09542767967238,0.230744908297409,-1648.42380506239
4.99753947618066,-0.324593994098288,28.5424812510908,-0.783029212634012,-27.1205156353157,4.84061390730138,10.3313147245057,-3.42074349505372,4.30438678167471,4.80815138072192,0.494153734302585,-0.668834758424528,-5.5132193125321,1.92439107514343,-4.09227557119257,0.272516672957737,-1648.4236342674
5.00854457404692,-0.325506796975872,28.5365020749107,-0.800430006435268,-27.1138947698738,4.8243553447106,10.3553534542091,-3.40516031262126,4.31257197740467,4.81852920133766,0.501342352470222,-0.672633456294967,-5.5185574796101,1.93044939177335,-4.08553283195336,0.323616155694495,-1648.42343850215
5.01959585803289,-0.326436209865112,28.5281063418762,-0.809897923260978,-27.1061562249819,4.81935902524563,10.3796768611584,-3.38271284499964,4.32747756857967,4.82531476836768,0.505048157285256,-0.677888680825631,-5.51587559997142,1.94378919894036,-4.07677905821522,0.373521804142022,-1648.42322887246
5.03631326497833,-0.327764299625435,28.5101166350889,-0.81322976083874,-27.0937846003718,4.83082439198723,10.4163628960204,-3.34376453067378,4.3571577044611,4.83119073756988,0.50325448798208,-0.684792092667879,-5.50330347794879,1.97472668417005,-4.06267027197795,0.444573627777814,-1648.42288520285
5.05808221890622,-0.32930160248168,28.4814400492433,-0.807802534286612,-27.0791980190158,4.86392834563478,10.4636205652404,-3.29637157502582,4.39749339714021,4.83288552822938,0.49091779958249,-0.688827602975497,-5.47994009247209,2.02025686210117,-4.04656060959159,0.529204510703596,-1648.42242541939
5.0802282394348,-0.330635134515783,28.4477469836444,-0.791692189251725,-27.0670380801306,4.9141033174069,10.5110677108984,-3.25918096854433,4.43508994066027,4.8276361336914,0.46881901572574,-0.684586372672285,-5.45067930833717,2.06828117840865,-4.03420208886166,0.602637681634688,-1648.42192186387
5.08209729652168,-0.330256102598819,28.4460603257199,-0.791842619675398,-27.0690341936273,4.91496278990008,10.5104973667709,-3.26083456633636,4.4349914878588,4.82687329501029,0.467761091488637,-0.681976350251872,-5.45149203280267,2.06745854045089,-4.02990081556857,0.602728176357515,-1648.42191253282
