"","seed","LL","message","b_w","mu_x","sigma_x","b_cost","mu_alpha","sigma_alpha","sigma_x_alpha","scale_RP","scale_SP","b_w_se","mu_x_se","sigma_x_se","b_cost_se","mu_alpha_se","sigma_alpha_se","sigma_x_alpha_se","scale_RP_se","scale_SP_se","maxEigen","uncorrected_wtp","fullsample_wtp"
"16",1627105992.25887,-1414.27771249447,1,8.76208213254116,2.31138419472266,0.816044885441493,-1,-0.0683348616476291,10.6939446009438,4.21760411718784,1,1.66979073783958,7.78922337468939,0.192719981706605,0.218246667012393,NA,0.137763270957074,9.71261472283534,3.84872481269308,NA,0.166905989479902,49.063042,2.29591971810885,1.80038529393533
"17",1627106381.83626,-1383.32499469391,1,4.31240362608161,1.88299884441997,0.919216437266621,-1,0.268348621531226,2.26271851365272,4.77289253192964,1,2.12444328170455,4.96284767304193,0.15981508403326,0.208013956977854,NA,0.308207349333144,4.06308986275906,5.67441748210295,NA,0.200034048238273,0.007058,2.17582222455254,1.57290236060851
"18",1627106671.79209,-1348.68447209324,1,1.69805955048148,1.97164761695525,0.969672951513742,-1,0.0394504436296646,0.222432826800593,1.22117667356152,1,2.40144292668712,0.319424661511875,0.198598688774137,0.165146559125958,NA,0.0526248743012432,0.141431512219048,0.633006260056627,NA,0.265729329438824,1.234517,2.0115086211978,1.57285597615983
"19",1627106946.60212,-1379.01284035946,1,2.62616198944851,2.00326989931004,1.13453754893965,-1,-0.118984373700101,0.598807755836158,3.0095899347001,1,1.89432832732401,2.00088532318455,0.286600253634476,0.201361790038083,NA,0.159543722027728,0.637273579121841,3.06466337951804,NA,0.198822626588728,-0.082579,2.34596343305726,1.75680124756101
"20",1627107210.09477,-1389.52056686267,1,94.497528607957,2.04838617082472,1.34624792874584,-1,0.75272970370718,74.2614131262189,111.184257913587,1,2.04318077230879,41.7506062174593,0.163859177244618,0.223313710055249,NA,0.825087650779168,31.5955756514132,48.6827197551182,NA,0.218359949505651,-2.7e-05,2.44244076045433,1.64567767102547
"21",1627107770.34338,-1374.59870355559,1,3.21088112703882,2.1210821960749,0.729414014555674,-1,-0.157999442313091,3.21038040182036,1.81057663764419,1,1.84061532480399,3.62152360473382,0.214379641732053,0.198794174542307,NA,0.159974833019747,4.72187247282635,2.4865656930042,NA,0.191898988820991,0.009589,2.15008827425916,1.66157483768977
"22",1627108067.41382,-1333.28828969976,1,2.72853768576078,2.00914188448554,0.557437052064596,-1,-0.161241249093679,1.2142715007466,2.70964297720323,1,1.96939983560724,1.32737702573555,0.157598062086478,0.406408045070409,NA,0.175691886068306,0.249835886220287,2.12370167204859,NA,0.207695608386824,-0.077406,2.19256905038378,1.66654863350505
"23",1627108371.05842,-1409.07337600568,1,4.18549533986166,1.6656060832843,0.769858085052407,-1,0.230711382966786,-1.09519819280173,5.37827539854469,1,2.26066801369237,57.4348306995655,0.347645330551067,0.219280862496523,NA,3.51163922939404,36.9717816502827,77.7690052983394,NA,0.38623095930683,-0.00041,1.94190676291681,1.61057338305912
"24",1627108673.9398,-1393.95082125298,1,2.4891746250489,2.03236116451989,1.12389946016932,-1,-0.136780374948033,-0.0793706882558429,2.80320210726616,1,1.81147793282456,1.08452282890969,0.215685354817795,0.224110363759567,NA,0.0251704144434733,0.440083955962534,1.6832824167882,NA,0.194034382317885,5.008849,2.37239076761877,1.52516328804929
"25",1627108936.10439,-1364.68477446757,1,30.5708613240199,2.39138535359833,1.0136063294328,-1,2.98090480081799,30.4800151295741,26.553426918844,1,2.15072879323146,17.8090812629102,0.171433657803573,0.178849222087621,NA,1.12526413503047,18.2608929444859,16.1223258638825,NA,0.219979258424751,0.000349,2.49523038065118,1.86504231634822
"26",1627109442.17762,-1393.8668365244,1,1.96305835372409,1.95575945096059,0.82391143021331,-1,-0.036397165774034,0.9337886399765,1.84883628929322,1,2.16589665453659,2.79558982798719,0.176024309970004,0.23843808755718,NA,0.11104181915044,5.40611090218552,2.88183009455263,NA,0.236907485737375,0.032025,2.19881267641724,1.64002327752836
"27",1627109659.87447,-1400.22121910016,1,23.1123096700855,1.71086341814644,0.987490716800926,-1,1.04611863204179,5.43102496009524,30.4435019196571,1,1.99688253284395,10.1360585583287,0.144246108512627,0.212539322347189,NA,1.54966458593006,2.51845499576615,13.2120449353696,NA,0.183280286852457,-0.000421,2.0885621383418,1.59688568163196
"28",1627110137.92433,-1380.23994603163,1,56.0257505928181,2.2652262885511,0.901157347926945,-1,-0.384002264968996,64.7960412292134,32.553082732463,1,2.08913114355144,37.131552071606,0.164385169932947,0.171898651797313,NA,1.32464875465982,42.5044949744593,21.8003234043358,NA,0.219179758346359,0.045413,2.26110600200874,1.55485823738594
"29",1627110567.24558,-1391.87479272807,1,26.0973057927234,1.89133389728529,0.88185588447982,-1,2.29351860039113,3.13652151199117,34.7502166579609,1,1.86548474806194,40.2185965478685,0.155666750622591,0.1891493415963,NA,4.73452215097144,5.03014145414429,54.028167583713,NA,0.172450208767229,-7.4e-05,2.30635393558304,1.78915258986315
"30",1627110900.77975,-1393.78820638515,1,47.7229718629636,1.94610205061555,1.10828437610236,-1,-1.2588966539652,43.1091197971023,42.6525895201096,1,1.78824381561418,277.538743294365,0.15993386091004,0.245445731454493,NA,4.45495484812174,245.679301557971,246.110500541788,NA,0.199084288678056,-1e-05,2.12050944806367,1.59605755817982
"31",1627111385.32166,-1384.35289386118,1,2.11155294422727,2.02813005317407,1.02684558256059,-1,-0.0848993935715745,1.59128098604324,1.47451617037116,1,2.45015917924263,1.02100935598706,0.252374393459652,0.172272686010067,NA,0.0873982906169625,1.34207387177767,1.28216449644966,NA,0.301063846752115,-0.078784,2.10694916965125,1.67068640395834
"32",1627111610.64614,-1393.8459161406,1,4.3043934710944,2.06503364156326,0.917830949361644,-1,-0.134513392136235,2.71706902322325,4.73671266417865,1,1.82871131013522,2.27172144141668,0.180601121318817,0.216736517767286,NA,0.215189135221999,1.53762005241632,2.92985157788016,NA,0.182473868149842,-0.017079,2.37182942536709,1.66594498190716
"33",1627111913.52845,-1389.52598831168,1,1.80790684194481,2.02556114075968,0.937295295226271,-1,-0.00337771332440565,0.364867437060862,1.5445195709638,1,1.99405918182362,0.317044699683247,0.207608736975282,0.19197027798844,NA,0.00425489396861829,0.665750999935235,0.728199478110056,NA,0.228828628366292,0.576592,2.14879227322736,1.63334893410811
"34",1627112139.24327,-1327.8862596695,1,74.6578747101138,2.28294831266176,1.00530468104341,-1,-2.46586319614775,79.6803424392145,31.678421546295,1,2.01552740245036,136.767582865073,0.164759441288844,0.204611237640782,NA,5.05168791187634,145.236861962236,58.7279758207537,NA,0.237808396891287,8e-06,2.2112456657234,1.72866481581566
"35",1627112577.98123,-1393.36416700789,1,2.66299475053373,2.19307755213709,0.694263929877071,-1,-0.0718442270853912,3.1552894425683,0.547344808064196,1,2.28423149487975,1.7174779031717,0.29613618302,0.177146130518558,NA,0.171970961195074,2.66281925539298,2.08930837276694,NA,0.227306111447851,-0.021265,2.0615285260551,1.64801068147112
"36",1627112871.51213,-1348.19029686117,1,42.5669052630729,1.93647685964719,1.04813087322008,-1,-1.21408166001077,-30.1661092326124,48.8288363189087,1,2.25412633512481,16.2811134139139,0.136373250650198,0.194120446249041,NA,0.838218076204434,11.1810588609459,18.2295408967248,NA,0.21122789022704,0.000153,2.29063119364241,1.66757899058471
"37",1627113433.7831,-1412.6204285118,1,4.43020009140538,1.67890958760916,1.14350866858891,-1,0.0101298559965277,-0.982650329148356,5.25138683616341,1,1.90667405098817,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.0624380259281,1.65067563493263
"38",1627113734.29123,-1465.49303283384,1,2.14939443802804,1.99081002263472,0.942188755982428,-1,0.120807683967637,0.34791931672092,2.52405133843543,1,1.62948891438605,1.57616592463116,0.29161595117656,0.325361020836887,NA,0.166967631799021,0.125311415916216,2.76015036595627,NA,0.154218813040492,-0.120393,2.27194060918929,1.66762715634881
"39",1627113998.95086,-1363.81005857798,1,26.258317380572,2.10578165090043,0.90807449398291,-1,0.347228555294306,15.3519753438196,30.0920182234513,1,2.04544411913237,235.12925506616,0.152058981742088,0.232030965168351,NA,3.15709511691725,138.255608795787,269.71523415099,NA,0.214462801489296,1.8e-05,2.43026680673778,1.74156956412481
"40",1627114561.30557,-1346.71308754759,1,8.73490533039585,2.27068608837835,1.03670379451626,-1,0.24489165055665,7.96844320993211,5.85990483963091,1,2.18230701581966,4.02997851371318,0.171283321276768,0.191599725969112,NA,0.283481150185899,3.64551378281589,3.17414103058108,NA,0.225841488242748,0.006731,2.33083834482429,1.82758628607588
"41",1627114937.95226,-1345.03432866308,1,1.52865244722067,2.74833148559136,1.4366414244106,-1,-0.1058311927144,0.0653180624271455,0.797561166157463,1,1.94846034371065,0.0634968402287963,0.261296279499318,0.264066432804323,NA,0.06107121281441,0.626911882511901,0.0938050444830495,NA,0.222518658150844,1.541653,2.5191267650863,1.84909654864654
"42",1627115199.35189,-1350.22631645728,1,3.11540008612287,2.20978321512368,1.20858382079944,-1,-0.141588576811134,-2.07104904536025,2.90475944725737,1,2.2016595823857,67.9266453899577,1.40768641991272,0.361407713055552,NA,2.82028666335741,70.1972026774555,69.1134528339201,NA,0.505477376459192,-0.000802,2.39825478532052,1.71399488512128
"43",1627115489.03598,-1362.92531772686,1,5.58663812104444,1.48468790574663,1.10792982469092,-1,-0.00162521288358276,0.596969411965339,6.89486571481817,1,2.41804591534271,2.80997275094434,0.12193669786377,0.178785044283133,NA,0.000922580183685779,0.359056906220326,3.75442395248317,NA,0.22423892696464,86084.428129,1.93275155406251,1.59636653519728
"44",1627115778.37175,-1382.9347143135,1,10.6334556828112,1.75281281858021,0.727206011902152,-1,-0.973721887143406,3.25573805162344,13.8503339344582,1,1.9798970120274,3.52344340713782,0.128785203971846,0.189946825483954,NA,0.686700636690522,2.05923981306323,4.61493687292347,NA,0.159905037590875,-0.001903,2.10777515644698,1.65187100674621
"45",1627116117.32281,-1380.78381890761,1,1.40648067836513,2.39920189519659,1.08483855900052,-1,-0.0448546175715122,-0.398170368063183,0.713119511652831,1,2.02043030370991,0.529532081844515,0.317558501334962,0.237587082189496,NA,0.100690523481708,1.74799384397645,0.864802283868811,NA,0.221921247297709,-0.387125,2.29437009087983,1.74861883757116
"46",1627116463.8933,-1396.75207487018,1,2.18763649872185,2.44890964663818,0.989187356963325,-1,0.054508473393942,1.88193097839122,0.919276669462105,1,1.81265593238694,1.48540248562791,0.324810828332986,0.198080990454554,NA,0.0775668756248559,2.69574482327332,0.806827090116272,NA,0.200228136222722,-0.071181,2.40216172645113,1.80154056175571
"47",1627116749.38365,-1385.11718661516,1,3.64557912406189,1.8253958992867,0.888184120000101,-1,0.0359084297978967,0.577831517970788,4.45949071538098,1,2.0391915517241,5.31726413294374,0.236684170718299,0.28680533217868,NA,0.379737643992008,1.81262637296975,7.83026635763174,NA,0.215285473961099,1.90153,2.21074239834624,1.71048366296454
"48",1627117041.80495,-1386.80583156175,1,17.3294894426371,1.85107267066533,0.890259904980149,-1,-0.0706426637864439,1.72574536677142,23.8246390123912,1,1.99366672220772,5.91748611672359,0.391885303574085,0.214937194947697,NA,16.2499572571117,0.772925223136202,8.09967687560405,NA,0.855195779767371,0.086341,2.24145195804569,1.68180777096739
"49",1627117444.64593,-1419.06358785113,1,34.7036957430549,2.52238901759156,0.852356787224683,-1,-0.608702528269664,47.3840490061127,1.04596284104539,1,1.83639144702615,35.3294699237042,0.266418381415114,0.101082623852894,NA,56.965937676199,35.4222465835023,0.189595442297459,NA,0.431208549821218,0.012336,2.3071654840943,1.80976287077258
"50",1627117850.90074,-1352.01394531812,1,1.33059062348507,2.60071527610869,1.17379157732085,-1,0.0203740866383,-0.123144812814187,0.488310708739604,1,2.36897457961178,0.139921141326628,0.305902480965563,0.189607414459977,NA,0.00788071236541652,0.217257186353065,0.50562073962287,NA,0.28780020698306,563.667824,2.38344770267553,1.89008323070057
"51",1627118110.64584,-1408.62563988114,1,33.6875238338488,1.9231382899637,1.25552192739331,-1,2.05637728792788,22.7634475255862,40.2827524156619,1,2.15342008158723,95.0186030607187,0.186989319984469,0.240287080900809,NA,0.754886248713169,51.1623162164925,106.045698762954,NA,0.234739243268031,-0.000167,2.21684969176241,1.67377087005614
"52",1627118601.64715,-1395.12805980242,1,5.56152451296674,1.81249859135129,1.27533445560513,-1,-0.17556109196795,-1.69406075536628,6.95686903908457,1,1.86569933407771,5.58192913741047,0.194649896633644,0.207978793846863,NA,0.178971920989312,2.55533741080356,7.43120312193158,NA,0.175802854420602,0.009109,2.27881917092245,1.69393312019316
"53",1627118885.54968,-1418.77044218673,1,1.4446514011419,2.1814463044405,0.651433174659535,-1,0.0915958667602037,0.227719576889607,1.07770678657281,1,1.82635638283206,0.340108626005938,0.207996056657235,0.234612208846169,NA,0.0623007814350331,0.373020655502282,0.889887111986485,NA,0.175330238604961,1.402567,2.29328764220742,1.76631701069539
"54",1627119102.46202,-1339.01590082475,1,1.65055745443666,2.18719705002347,0.771164762193638,-1,-0.0801822931610208,0.0549187888907177,1.05029393191451,1,2.0269693280356,0.0617460694905257,0.148541062131639,0.189261545230781,NA,0.0568055605294706,0.49116485019875,0.0711466090225093,NA,0.194055177201445,1.623506,2.25328875413819,1.75278568572241
"55",1627119411.70943,-1394.24324595392,1,26.1333497528318,1.66623495810007,1.19906759124038,-1,-0.803048221971371,-4.63918771888685,34.7975405504533,1,2.06341087111691,7.31471499807742,0.131213005876873,0.190568764048247,NA,1.45871326186087,1.79978306193421,11.0973277263818,NA,0.198391052027977,-0.000333,2.1760080148469,1.77397979423301
"56",1627119749.87599,-1419.21162579144,1,2.01053112743277,1.98137062611942,1.04774408984107,-1,-0.188377960163057,-0.972523143788331,2.20696910976173,1,1.97418713495042,0.642863672280207,0.204784648251041,0.180087787365134,NA,0.104948116726708,0.411714845030497,1.13981120398373,NA,0.201470803175115,-0.230385,2.28590056662139,1.68288801832515
"57",1627120034.33802,-1381.77398426146,1,23.5150786365328,1.96555778649067,0.693602630467168,-1,-0.561245101434359,5.01651685231401,32.022498311673,1,1.95103849947299,990.201399338989,0.203399068399133,0.439184247529228,NA,38.1535584518499,246.003292137257,1356.28716759207,NA,0.309398754467617,-6e-06,2.3412588107716,1.65185760330967
"58",1627120557.30661,-1372.60698141008,1,3.19501913451009,2.14340872428885,0.876301773328305,-1,-0.0168650093150163,3.33872942248792,1.25061948853825,1,2.11611029623162,3.98191891728613,0.268963545940189,0.15912863737992,NA,0.0325818689776642,5.76417572164771,0.759752627340256,NA,0.216358492168841,9.938504,2.09918975616918,1.62434956979317
"59",1627120844.5495,-1396.79939920397,1,2.67377916939112,1.89419011036062,1.13181619914664,-1,0.038802039851478,0.294139322765873,2.77282708852561,1,1.91286938627416,1.20138558976887,0.216012239841049,0.252550704381654,NA,0.0894727967892426,0.468544504169645,1.72481870158817,NA,0.20182701034684,22.503073,2.23927063753582,1.66308813110895
"60",1627121068.22937,-1427.01457258265,1,3.24443046816417,1.80889227944241,1.23190834731095,-1,0.0389316234832124,-0.986190196584588,3.66991219084884,1,1.70692680972739,3.04590075959231,0.24732667597051,0.227410539790434,NA,0.0363475119046437,1.45416575409455,4.15997319220668,NA,0.195920494425271,-0.023754,2.19505628914705,1.81442836329036
"61",1627121355.64397,-1390.62468598788,1,2.15978384677813,1.95435834295967,1.24281134859606,-1,-0.00978731122439496,-0.178632452125756,2.17303860568107,1,2.02195789728624,1.4169815933291,0.474195321764672,0.252765146445845,NA,1.11366216228397,1.98485070038235,2.50191364488466,NA,0.587087399355877,4.970239,2.27482056526774,1.74784878149385
"62",1627121636.1278,-1414.96654041039,1,2.11986323622923,1.97046101104561,1.04411028903805,-1,-0.0940318748705199,0.0380596114453414,2.37807733208834,1,1.86757045944224,1.21247660188872,0.271866927906454,0.231951803685816,NA,0.0843837220398223,0.166714333698323,2.06834906976132,NA,0.19838533711369,23.676057,2.24629767248541,1.66930887665907
"63",1627121855.68605,-1397.45718008056,1,3.27629280568572,1.89628910930943,1.01212690802553,-1,-0.0179034715404154,2.35506572297645,3.37927674215062,1,2.16815593908522,0.563329403840545,0.268003792716158,0.193940914286239,NA,0.0106885116996193,1.97241471742532,1.16992627696633,NA,0.264323419517487,0.053823,2.16221321982883,1.68439834848545
"64",1627122125.21305,-1389.08342423433,1,64.3319688575761,1.77399595773317,1.12750695397672,-1,-0.615745189571965,-32.3763779578975,82.1327515409813,1,2.19604581581616,35.2659642507875,0.133520098442144,0.246098815164429,NA,0.210939192641638,17.6278972268174,44.2579522151986,NA,0.232107160231193,0.01789,2.22955439081158,1.78436635184252
"65",1627122758.10162,-1416.39683956691,1,56.0477337654701,2.25661073322402,0.882937866555617,-1,2.62623698463981,56.5580219960823,52.4153217119228,1,1.84763488197597,18.8899108646099,0.159379075053505,0.231664132765946,NA,1.01814258382815,17.6061139031131,16.9244735610604,NA,0.181048551283347,0.000157,2.45903346887539,1.77704141598696
"66",1627123401.60321,-1365.37419686709,1,58.8952627784861,2.27960739615587,0.680939702056377,-1,-4.90706255676965,67.6341408162591,28.1083970347409,1,1.87470927466783,30.4268681672469,0.142939152573101,0.248221325777416,NA,3.05606367689919,32.8377159265885,14.183589294615,NA,0.190748703463969,-4.8e-05,2.34477392904368,1.7108706895028
"67",1627123992.19814,-1345.92495299847,1,3.43384546837769,1.99237931060866,1.17378791393263,-1,-0.0550034489662466,0.0865970839276526,3.58096031375043,1,1.78331471364367,0.203561564043771,0.157345121848072,0.203333285461549,NA,0.108784247425302,0.451667485159553,0.153654289595521,NA,0.169952188353422,0.446868,2.31049487806247,1.66252512247771
"68",1627124260.4789,-1385.06049087195,1,1.25209530214182,2.25202199809963,0.787560290471687,-1,-0.0313759698431216,-0.0545632947273229,0.338329016519795,1,2.2685054486358,0.148816504549627,0.264591382516055,0.175837345335351,NA,0.0690467203667147,0.06901014314419,0.815507930400046,NA,0.22782432259295,126.812795,2.17704213793085,1.60759340587902
"69",1627124538.14963,-1357.75917643918,1,11.4270598694553,1.95197664084851,0.944992787010204,-1,-0.192273288679466,8.03621283101143,12.1297158313307,1,2.28985022865289,9.63112848307922,0.14083073144839,0.163669517454585,NA,0.408288034859076,6.68081371270519,10.5502156856296,NA,0.213769042526649,0.000842,2.22945521322461,1.69287172147493
"70",1627124952.82001,-1399.43712142991,1,1.91027412109336,1.86593356284329,1.1079909189446,-1,-0.0958602101115305,0.163587920087906,1.81437693206672,1,1.99513345772721,0.657228773182574,0.262669448081489,0.197801005645951,NA,0.0717862438496719,0.078055530510458,1.18993829602258,NA,0.222420051762476,8.828017,2.05753072527682,1.60315445849908
"71",1627125178.3675,-1375.86641568103,1,24.124685073183,1.62205802804676,1.14707344284839,-1,-0.0593233696307693,-1.65735329211419,31.6457775003862,1,2.14727295876632,10.7343715747907,0.119428406279605,0.147829515846391,NA,0.0161702267277693,1.22576562945881,13.1980905773629,NA,0.211568873642128,-0.000286,2.09234195896651,1.59907543954272
"72",1627125504.22797,-1383.48775330922,1,57.1786425027378,2.07456612614423,1.11555174671575,-1,3.83202098344174,51.6560330523644,55.9115323700035,1,2.14272096043147,22.0064216962848,0.156255852018191,0.250740133282736,NA,1.99446791637996,18.9176388026613,20.3953439275415,NA,0.238432090690392,-6.9e-05,2.21914265650704,1.78962920356958
"73",1627126085.03607,-1368.98183728964,1,20.5525425824527,2.00194732499946,0.973457608287782,-1,0.549705550796325,19.1073886686029,15.1790908438041,1,2.03806340392377,7.85517339294611,0.139596239526326,0.173222030076564,NA,0.524238769348459,7.12423110571365,6.20777485251199,NA,0.192028524430737,0.002067,2.14759839503552,1.75606166528259
"74",1627126593.21342,-1426.75118431093,1,31.5791296908395,2.01980273264093,0.859507404955659,-1,1.09851804010398,32.5279677938827,27.445770364178,1,1.93356008078742,11.6804643255591,0.141694480119714,0.249349984895839,NA,0.852755486015962,11.1792299227889,10.2512597124504,NA,0.202738917766353,-0.000765,2.18064237322772,1.68298160587318
"75",1627127239.4635,-1342.99281696522,1,2.24593584339315,2.28222076898116,1.06397235015778,-1,-0.0713286447789822,0.000669738716041444,1.88304221985757,1,1.6343784775315,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.46041866655522,1.83053977055829
"76",1627127532.1499,-1409.81009979739,1,10.1123639077796,1.90879313576869,0.979052706412163,-1,0.783405180275552,7.08338949771229,11.9266765969155,1,2.01987207974802,2.34332014520073,0.14065386247737,0.216340794828824,NA,0.27849667794723,1.83875934521972,2.88481279627985,NA,0.210472076103135,0.008744,2.24857213360649,1.71524243869355
"77",1627127871.19692,-1359.36143844574,1,2.05538920643885,1.92785523276592,1.23104920324656,-1,-0.100006346753989,0.813841994798216,1.75799417926801,1,2.32740668521821,25.3371095308752,1.9184700629646,0.356557434254785,NA,0.774226842071148,62.3077280760734,17.2389990867397,NA,0.511521000593389,-0.002627,2.09762187339711,1.68367643428088
"78",1627128155.31331,-1356.74779605504,1,2.88004676900034,1.90456916033868,1.04653676412141,-1,0.0127364306116236,0.227675276134817,3.18771858548818,1,2.17109663536086,1.44915423280529,0.190286713218126,0.21965210119893,NA,0.347367170694019,3.18145431279252,1.85734819861355,NA,0.203895588218293,3.57261,2.15354447299131,1.64410060370546
"79",1627128383.25914,-1401.68067213766,1,2.45209418549706,2.24883287857208,0.685097197243532,-1,0.00896902776933491,2.29229138249827,1.63007670576062,1,1.81326269019096,323.759904478916,3.716794239356,1.51508063457105,NA,0.0192243033443511,489.366824941886,192.120208936015,NA,0.94388515791385,0.000104,2.36114303596883,1.68364837103367
"80",1627128661.78947,-1406.70613975487,1,2.29662923326577,1.93648346750342,0.842767124141023,-1,-0.132700366534426,0.206394024771096,2.48718382675415,1,1.86688554531296,0.392675070736865,0.147485746220646,0.248513310605141,NA,0.0958898548147009,1.0636518020392,0.551865605853521,NA,0.190310415984355,0.351931,2.24273018354091,1.75091800876021
"81",1627128923.14961,-1382.79831534809,1,9.61094503821172,1.82059941817955,0.989121988295696,-1,0.210910982774843,3.24548116257286,11.3111473688848,1,1.80294373795335,2.88447196710616,0.141144771364938,0.209398728513914,NA,0.559739074010392,0.815829135587879,3.61752564912568,NA,0.157048763029599,-0.009773,2.17349808339112,1.80870169308613
