"asc_bus","asc_air","asc_rail","asc_bus_shift_female","asc_air_shift_female","asc_rail_shift_female","b_tt_car","b_tt_bus","b_tt_air","b_tt_rail","b_tt_shift_business","b_access","b_cost","b_cost_shift_business","cost_income_elast","b_wifi","b_food","mu_SP","logLike"
0.0439803212887348,-0.604510427492296,-1.2085382682115,0.189752263301606,0.139165550239348,0.0821309888190097,-0.00681366954540112,-0.0107137205077111,-0.00818679268012675,-0.00317532234285105,-0.00331305862265298,-0.00983181303910806,-0.038117971113208,0.0165612494621207,-0.639368826921736,0.544766392565444,0.22265883204568,1.94396787873899,-5804.61055193609
0.0409744017955629,-0.566738995122315,-1.09462511949827,0.188385906175351,0.122240172954201,0.0940594277916217,-0.00667432976027792,-0.0105851236052692,-0.00802721553148969,-0.00369349825735384,-0.00329045584550988,-0.0097176701770295,-0.0380874309685324,0.0166009385339157,-0.640762727541319,0.539731588207578,0.218050508815406,1.94473739652047,-5804.05448629499
0.0409286146874478,-0.549001181596097,-1.06277878159497,0.183250409700546,0.137053143792799,0.0996815957627457,-0.00662417382917438,-0.0105302781756578,-0.00809657690534702,-0.00381567242993075,-0.00328647097037331,-0.00978678674012647,-0.0381044733653776,0.0165848408177985,-0.639311909591208,0.539871551297937,0.218386318344742,1.9456427582505,-5803.84728256804
0.0472812933782816,-0.505217632748441,-1.05392119326476,0.193301681831202,0.137893130906162,0.101564107926264,-0.00656760852844837,-0.0104943521126195,-0.00833566645208251,-0.0037412453724555,-0.00327591932786052,-0.00997919437367152,-0.0380343856253031,0.0165296776274877,-0.638523878167681,0.537609741598243,0.217508843031081,1.95018354175531,-5803.68788424179
0.0589242520758312,-0.45870979658739,-1.04934720688752,0.169644489430865,0.128286968289519,0.0946404765686248,-0.00654316257004623,-0.0104705478519487,-0.00862045204052672,-0.00366350650345921,-0.00328003974421275,-0.0102263759306275,-0.0381073795443561,0.016514086438556,-0.63672779712754,0.537754981162533,0.217763778914398,1.94817841708584,-5803.60419791922
0.264487196418126,-0.434095364493075,-1.01219818298272,0.168655546908663,0.130016892096022,0.0952379330599709,-0.00647815120532499,-0.010975282978055,-0.00858028089806277,-0.00375731304599178,-0.00326190946444499,-0.0103080587243154,-0.0382604630187385,0.0166395228732211,-0.630839305691867,0.53574404427965,0.22002503649676,1.95539506268721,-5803.24922975011
0.158812311660849,-0.411993462562976,-0.996181845487648,0.179135878682011,0.133417468995976,0.0977598330091466,-0.00650527690311894,-0.0107201621026998,-0.0087120814036655,-0.00387253860069954,-0.00324655824582171,-0.0105922407199555,-0.038639250326338,0.0168239712992067,-0.617627404265122,0.533285815091273,0.224331729916355,1.96467779457156,-5802.71217551686
0.124456505315891,-0.392723483501677,-0.976978264764983,0.182277880450731,0.135170239209377,0.098582769646029,-0.00643403758725949,-0.0105248534508224,-0.00870545275851856,-0.00385929702710104,-0.00320886444299299,-0.0105917570556465,-0.0383363841550906,0.0167013660935031,-0.612318840776286,0.523909238259517,0.221005331032467,1.98787901088405,-5802.64760629166
0.123290797692272,-0.395172327673666,-0.978994804267573,0.182083635024082,0.134823692239194,0.0984550586474414,-0.00643309251862553,-0.0105177456868859,-0.00869061716673337,-0.00384875685411669,-0.00320801767766172,-0.0105688789845461,-0.0383028683254493,0.0166838114605967,-0.61267742468157,0.524205955218117,0.220574489164219,1.99137953847618,-5802.64414142292
0.124588347261547,-0.396307637472888,-0.97890503588358,0.181354902842438,0.134497637162493,0.0981920405848759,-0.00642538239242824,-0.010507082084018,-0.00866704520195359,-0.0038379639344143,-0.00320286176229878,-0.0105463352926783,-0.0382369847734032,0.0166582882991413,-0.613160426137015,0.523158682710909,0.220104152263417,1.9946334186553,-5802.64357520255
0.124859987590031,-0.396083049139511,-0.978682567488752,0.181337357193066,0.134504558172621,0.0981874839317676,-0.00642448696063825,-0.0105069424017158,-0.00866790023992169,-0.00383782775983294,-0.00320288512573608,-0.0105450323903067,-0.0382335797652734,0.0166564259052162,-0.613155211625572,0.523121760926069,0.220073721534105,1.99474561635384,-5802.64356970813
